96613 97536
212 236 230
168 92 129
84 118 52
227 36 22
188 33 254
241 134 159
255 6 217
149 56 101
47 141 45
181 183 233
87 175 212
90 162 160
156 106 240
235 89 243
147 133 12
166 215 119
229 134 118
96 204 106
34 240 220
126 254 110
226 194 37
51 226 138
34 45 146
252 118 93
222 149 22
89 98 164
234 203 243
206 79 240
23 136 150
25 135 160
131 45 180
181 206 38
64 186 166
143 128 119
41 13 1
8 236 211
0 92 121
44 240 183
204 245 248
48 214 31
115 52 251
50 110 1
147 197 45
44 108 7
166 28 70
57 4 140
86 50 37
13 196 218
29 129 44
175 177 161
33 67 221
121 166 187
79 231 179
82 233 31
182 212 66
41 15 35
38 97 146
182 18 247
9 21 185
109 176 94
129 28 183
195 7 175
196 10 151
165 110 11
180 211 195
54 150 224
195 10 167
200 226 159
5 90 138
29 4 186
151 67 169
223 217 225
47 22 149
94 134 125
4 50 207
137 211 109
225 129 162
47 200 0
133 46 64
119 134 51
62 168 32
157 104 44
198 220 151
238 90 247
92 174 182
7 121 128
39 186 100
74 236 209
199 73 187
161 2 140
61 150 168
120 142 172
254 66 190
244 127 120
82 21 90
121 195 200
242 248 253
91 93 125
226 47 230
227 197 59
140 219 239
134 128 104
30 176 171
98 1 106
37 243 189
249 191 28
107 183 122
49 151 146
14 89 195
140 100 15
226 57 28
164 221 68
8 186 18
234 175 202
207 125 203
159 219 226
203 217 238
19 82 108
53 159 182
30 207 37
130 12 82
220 244 37
70 14 128
173 168 153
75 188 105
109 176 189
237 16 191
239 141 29
185 231 21
192 149 12
70 60 127
26 85 101
83 160 106
38 38 130
35 253 190
119 14 122
21 140 50
196 218 159
135 19 239
228 121 55
236 100 105
16 155 121
44 19 122
84 138 204
60 119 192
86 72 59
255 229 56
76 234 60
92 40 28
55 53 163
160 67 250
101 119 225
22 106 22
39 167 129
229 62 1
206 193 229
42 73 122
236 91 61
86 186 133
201 140 200
201 98 202
36 255 79
176 239 48
44 83 223
28 104 187
190 181 199
100 233 162
224 193 209
189 159 180
125 150 197
24 7 237
99 56 27
59 99 84
123 42 255
35 125 25
72 76 139
153 160 236
162 242 64
19 212 159
179 70 198
205 89 255
50 224 229
40 102 239
224 164 196
67 35 199
64 220 97
216 229 236
155 150 80
89 169 176
51 63 184
76 212 108
199 129 139
227 41 220
71 90 5
223 10 187
217 125 104
167 243 160
13 238 247
164 52 24
92 217 48
223 238 4
231 179 78
222 81 53
109 148 254
188 21 69
141 211 96
135 54 184
62 227 65
223 244 84
141 110 152
204 10 190
150 176 63
224 46 87
197 22 243
142 201 85
77 23 142
202 248 37
233 82 131
225 195 0
210 233 155
155 157 204
1 29 239
143 28 53
167 43 37
198 250 12
234 102 239
147 76 224
225 149 193
178 1 219
210 143 210
160 158 223
171 22 86
58 57 225
191 241 250
154 179 133
194 77 160
46 58 251
7 85 92
25 254 26
249 15 175
207 51 187
215 122 3
235 72 87
180 230 103
84 102 228
174 148 140
145 43 237
110 142 0
105 168 240
225 201 169
191 153 253
53 120 133
173 228 140
23 179 160
223 84 159
43 74 87
50 151 25
204 227 204
141 117 93
5 91 169
255 83 43
208 90 25
26 232 183
142 56 3
143 62 11
199 16 137
10 236 159
35 35 193
81 146 54
168 112 179
152 150 252
54 145 148
39 29 222
64 216 65
47 77 41
205 170 254
233 193 103
175 27 112
241 76 117
2 203 216
226 243 233
232 1 146
51 37 163
131 6 206
81 62 178
51 195 141
253 59 106
18 158 223
231 191 195
173 145 91
139 70 244
4 141 224
77 168 80
196 15 138
208 209 96
196 0 247
156 191 66
189 209 188
240 188 66
78 215 34
229 222 183
48 229 38
196 188 32
182 40 176
169 115 127
137 71 19
89 217 245
162 187 197
96 255 158
135 108 95
111 237 175
202 142 216
245 153 207
191 186 254
251 41 179
124 80 54
69 107 253
23 12 118
167 146 86
28 231 127
166 50 202
77 49 95
79 125 100
158 237 38
92 192 10
112 108 231
133 25 155
13 45 243
35 123 71
99 243 82
12 228 46
5 40 130
170 221 61
96 114 116
94 50 69
58 148 196
20 244 92
113 136 55
39 172 121
241 217 123
120 225 75
246 70 26
202 205 91
132 149 192
96 91 98
36 181 174
217 101 236
225 24 126
76 43 45
130 79 25
159 23 36
9 230 246
45 176 238
109 130 149
153 220 109
147 58 59
236 91 26
147 51 240
246 128 39
41 127 182
227 50 217
121 55 11
28 35 36
8 214 162
97 79 136
247 217 93
36 184 43
129 150 142
41 96 56
184 89 111
91 135 119
124 197 224
241 38 46
189 105 96
194 172 55
242 162 78
229 248 98
217 177 97
141 151 14
113 29 101
35 63 3
53 74 56
165 140 146
154 90 4
62 250 240
203 68 191
39 35 207
164 52 224
190 58 63
237 35 99
229 199 196
216 182 0
157 165 184
189 91 168
226 57 227
21 162 64
201 244 88
181 217 161
216 12 146
76 236 208
166 119 208
30 124 123
180 41 174
3 62 180
139 142 5
155 150 241
23 74 5
211 116 68
67 48 144
157 110 215
213 129 217
236 31 171
140 102 62
238 191 146
119 176 99
142 4 106
153 207 143
41 56 156
187 16 75
144 155 212
145 28 57
62 252 2
17 173 50
219 147 145
15 146 164
241 33 231
29 230 43
238 75 30
162 141 109
90 51 1
58 240 59
89 88 73
77 249 230
100 176 25
243 82 222
68 4 184
7 218 146
80 140 142
137 104 132
232 203 97
58 195 171
49 172 208
115 226 14
18 222 17
69 97 158
111 109 231
215 67 84
165 162 231
252 239 139
71 29 236
20 101 160
23 48 215
37 193 200
71 126 140
58 242 50
241 213 42
251 187 94
212 72 138
141 235 188
82 145 251
173 217 136
166 166 60
8 35 229
106 153 186
221 167 57
73 182 11
214 194 200
1 215 171
36 200 148
156 11 245
217 196 116
239 103 101
138 114 115
84 44 13
38 122 108
164 27 85
17 238 227
119 20 248
132 6 38
160 246 59
41 26 165
227 179 111
242 225 142
249 178 170
58 233 173
199 106 193
32 87 131
218 60 138
32 224 164
39 144 80
243 7 86
1 52 151
169 152 104
90 242 18
4 101 80
62 112 226
23 64 137
141 76 16
31 58 43
249 120 77
162 26 203
64 211 232
198 32 150
170 9 17
244 252 169
198 173 77
174 9 179
97 149 57
173 207 206
199 117 131
63 184 154
61 191 38
223 17 156
191 186 230
22 68 214
247 225 11
145 85 167
126 127 98
132 154 229
87 136 113
62 191 56
168 186 250
14 250 186
187 244 179
86 138 205
53 215 67
237 119 61
150 155 128
185 133 150
241 52 232
141 121 199
236 166 94
65 144 248
251 165 38
16 60 168
216 112 35
55 33 12
71 239 80
203 80 163
9 12 124
219 195 30
29 79 74
198 25 111
62 189 105
222 147 48
154 242 16
62 79 55
208 126 188
233 195 118
45 125 46
37 125 24
39 122 159
22 26 218
25 133 71
158 132 167
65 146 14
116 112 120
247 21 144
131 23 106
48 220 87
133 52 33
51 45 84
225 63 92
155 33 159
194 232 218
141 63 112
120 214 108
58 92 93
19 161 91
151 179 214
62 14 253
92 64 223
89 138 147
59 98 12
219 233 102
99 177 194
231 96 33
52 28 173
44 193 113
68 71 125
2 245 219
146 36 229
195 191 221
10 208 213
103 176 72
57 177 247
99 102 221
82 205 104
195 9 39
97 109 184
134 7 153
206 243 36
59 15 233
21 248 19
217 76 171
196 169 206
227 228 49
182 99 133
189 176 162
142 142 127
73 61 89
119 183 160
198 3 128
26 242 32
234 229 237
224 110 138
61 233 61
106 90 244
185 57 48
78 247 125
160 90 68
19 254 12
157 171 148
111 53 71
30 33 243
192 77 210
241 65 68
201 254 202
30 94 29
174 102 129
4 21 156
50 158 123
183 6 137
47 158 169
153 213 174
86 83 229
55 97 115
41 255 174
102 67 189
55 209 36
159 137 8
150 197 71
151 180 195
166 189 109
35 240 236
4 225 1
75 146 237
205 52 131
172 216 182
21 120 188
20 220 27
167 67 65
88 218 112
254 98 43
120 163 99
132 111 21
247 97 26
10 174 86
116 141 141
135 45 128
141 46 38
21 27 25
246 85 151
42 104 153
213 213 251
19 159 165
97 70 48
183 0 138
186 61 116
137 225 252
11 197 63
206 71 16
222 33 96
17 193 119
191 198 91
228 132 253
21 147 2
217 205 65
62 83 82
192 115 183
233 118 144
35 203 219
184 11 164
255 193 184
22 1 182
196 52 153
85 159 7
143 146 13
13 65 18
166 181 33
177 85 228
53 253 218
115 150 184
72 174 241
89 135 214
9 140 211
160 51 174
59 181 216
81 35 48
246 190 194
35 160 110
165 18 122
144 42 117
61 135 6
59 57 105
192 66 206
129 51 224
242 205 16
93 174 128
90 118 161
129 232 220
123 235 230
179 131 139
84 19 18
101 133 139
22 48 162
153 144 213
37 51 22
244 94 65
82 94 242
32 128 156
86 32 244
103 88 7
146 46 151
141 84 147
6 222 200
238 109 27
143 200 232
217 224 97
102 160 2
44 43 109
213 78 78
48 74 34
60 79 230
183 51 33
68 80 200
116 144 227
98 8 12
155 188 18
142 87 103
186 0 40
69 157 223
215 15 75
189 92 208
202 192 104
104 17 32
220 11 142
173 80 191
161 70 141
225 31 99
19 161 207
140 148 129
240 223 119
218 178 142
86 86 184
95 128 119
156 42 120
15 107 95
116 198 37
125 222 152
62 156 215
84 32 228
175 30 167
20 110 237
163 252 79
14 89 2
63 159 3
161 98 21
75 230 143
182 212 242
207 32 177
122 226 192
236 74 185
92 1 189
253 138 96
71 135 54
238 236 230
32 132 198
220 92 111
130 225 208
238 227 159
185 184 62
116 38 115
253 243 123
62 29 99
240 40 175
62 16 182
90 179 59
97 215 37
36 22 116
171 83 180
146 142 163
145 39 205
197 246 61
156 188 158
113 224 95
59 117 181
219 241 142
232 46 217
22 126 173
128 251 43
127 101 62
220 31 126
118 46 222
180 75 244
94 98 251
181 24 218
215 43 215
224 199 197
59 45 194
37 55 237
87 163 148
65 40 201
108 190 105
214 175 236
101 59 161
201 249 32
90 67 23
224 69 193
69 136 161
155 28 92
3 157 201
83 210 137
142 150 202
146 66 5
122 225 205
178 198 19
174 99 101
185 117 20
99 214 72
115 161 101
98 99 80
209 144 121
122 123 178
130 121 56
64 251 126
208 194 151
11 128 87
189 121 121
47 8 115
95 17 197
121 202 214
120 95 200
236 87 203
89 212 205
186 242 163
249 251 251
133 44 178
81 54 111
215 196 135
251 181 154
223 190 107
10 183 221
110 194 29
44 5 98
50 184 204
255 172 62
50 161 85
177 250 197
138 184 190
219 188 45
103 201 242
159 182 102
70 209 191
0 99 57
105 215 14
129 239 159
154 10 97
2 114 100
36 28 147
216 110 253
14 222 203
43 139 167
155 29 193
148 145 193
255 188 53
246 167 106
99 19 173
157 202 95
28 135 111
150 145 15
39 106 190
79 32 0
232 22 88
111 106 102
36 69 48
247 171 1
61 179 105
154 37 56
173 246 147
89 26 116
197 157 42
99 11 191
166 136 75
44 47 156
128 136 185
204 54 41
11 55 16
154 64 116
67 26 72
9 24 26
104 245 110
195 182 39
53 110 158
4 244 41
95 229 67
57 143 150
82 146 147
217 97 97
40 225 70
131 221 216
234 11 150
89 204 192
11 246 124
156 70 179
33 78 41
137 244 185
230 228 195
115 133 38
111 71 97
34 110 179
171 161 73
107 230 224
31 212 105
16 33 138
224 213 20
218 204 200
210 72 254
245 201 11
32 93 122
140 44 117
251 235 242
166 118 122
151 203 168
64 17 182
98 119 172
171 12 13
135 226 29
39 24 9
164 154 164
193 194 113
200 28 46
106 243 38
176 120 233
89 166 66
65 38 130
163 232 115
73 40 157
24 21 149
114 97 149
96 81 143
136 52 117
87 69 112
237 97 55
166 28 202
89 28 60
162 190 78
214 111 11
106 75 169
251 210 79
60 218 158
104 9 11
23 115 100
131 61 32
151 75 67
113 94 1
13 63 106
87 185 181
222 147 19
211 213 14
31 236 218
181 147 40
110 139 90
3 133 37
18 204 9
44 143 39
86 223 86
139 188 142
34 197 1
32 99 116
220 142 186
138 123 102
127 209 254
73 59 100
249 108 46
49 246 27
202 126 241
50 54 97
218 162 204
71 23 242
155 110 255
187 229 106
95 43 162
164 249 131
252 214 1
153 209 144
158 87 52
183 111 58
236 0 3
211 244 121
95 74 249
1 125 214
223 203 199
70 61 223
160 123 220
153 219 235
59 40 66
32 14 16
16 55 187
169 119 98
220 157 28
102 191 110
150 30 233
238 242 246
143 196 50
112 27 238
201 163 173
58 32 183
151 203 21
106 224 154
119 142 194
243 139 136
45 244 138
211 66 17
32 123 216
147 239 163
250 20 10
255 102 4
122 90 16
39 189 18
157 21 66
151 233 185
238 240 129
211 154 53
41 118 146
22 88 138
23 82 183
75 222 65
166 200 144
75 183 101
72 111 49
89 24 189
142 49 132
220 253 75
5 133 225
92 135 5
80 235 235
191 148 211
134 168 174
197 160 202
206 196 246
193 220 167
57 65 243
154 141 142
224 157 11
2 167 3
63 138 254
245 170 41
209 237 65
116 188 59
236 21 148
131 8 73
222 61 230
98 86 52
73 69 106
8 236 236
189 172 250
229 164 232
148 209 172
216 79 230
18 107 179
110 73 229
189 70 120
93 93 96
249 64 249
65 220 204
233 131 98
150 248 84
130 4 233
246 103 212
240 61 239
147 53 20
46 39 85
248 233 70
224 123 28
252 220 194
117 41 64
8 214 1
122 25 214
138 234 215
65 33 101
185 148 246
179 71 130
139 16 159
113 56 175
243 253 170
50 9 117
96 52 186
89 45 191
115 226 185
214 183 122
0 237 154
63 209 107
71 133 80
47 124 81
116 8 9
222 138 60
85 28 176
2 217 44
91 8 162
229 209 237
211 82 176
200 33 50
101 159 85
119 182 241
206 200 57
45 252 254
218 56 230
170 89 235
165 142 201
147 231 32
19 112 109
10 113 54
141 172 243
142 176 153
253 150 213
21 199 93
13 158 220
104 253 96
155 48 95
191 185 162
128 209 190
157 196 225
131 119 30
238 186 121
152 41 102
94 209 123
94 216 122
252 207 11
216 125 183
16 70 255
107 116 175
58 17 182
24 23 39
204 20 54
250 159 78
105 48 138
3 55 63
223 133 90
243 98 185
65 236 204
154 143 29
73 180 154
79 250 169
237 156 116
176 198 244
64 17 153
155 89 170
139 169 177
109 247 137
172 223 237
122 162 155
174 17 98
205 49 181
170 184 162
34 176 48
221 231 156
33 247 232
11 6 182
220 142 114
20 207 41
139 192 162
212 138 156
134 253 60
64 133 4
132 118 249
190 215 188
19 243 190
197 85 224
87 248 24
182 213 239
7 25 252
250 162 161
165 154 189
92 64 6
254 74 77
169 98 224
226 161 184
134 40 66
36 25 222
145 158 106
213 202 113
188 114 219
188 74 47
230 244 191
25 195 96
187 83 123
156 85 146
206 23 148
160 174 148
245 218 194
173 232 178
228 75 83
45 164 47
13 101 194
109 100 8
183 236 152
215 45 231
93 40 130
110 93 101
74 230 180
139 202 133
114 172 126
215 29 109
147 60 44
137 109 103
141 76 35
224 32 24
254 131 57
227 254 255
34 183 85
88 150 49
233 102 72
3 214 84
90 115 234
33 230 217
40 34 121
37 70 126
146 86 46
177 40 4
129 10 33
215 15 44
220 13 96
145 168 248
46 2 74
126 233 32
124 151 50
223 104 211
96 5 49
210 254 176
106 201 74
205 156 4
184 162 197
94 110 68
212 202 197
34 46 206
206 120 44
3 202 221
155 150 177
182 58 202
173 192 63
116 156 138
211 125 145
248 145 100
82 194 11
186 220 242
69 163 219
106 56 91
51 92 80
175 122 208
239 128 123
33 232 68
180 128 4
133 216 112
128 95 79
72 141 6
177 180 207
62 79 52
223 225 170
156 201 93
250 147 143
51 168 20
164 121 212
239 113 89
208 73 211
144 162 24
155 240 134
168 13 222
106 24 97
212 113 222
70 224 113
63 90 36
116 216 179
84 59 24
89 59 182
195 201 54
141 112 116
183 154 12
61 195 109
86 255 117
199 96 5
121 31 20
144 145 32
173 85 20
41 58 252
106 203 30
162 145 79
146 88 155
46 34 161
46 150 44
248 2 236
100 72 103
69 83 114
188 235 211
203 249 222
149 155 38
80 155 158
226 40 190
135 221 128
41 121 93
39 220 140
189 32 42
78 234 33
59 63 229
21 139 83
67 155 105
116 176 132
121 254 103
88 50 65
188 210 97
3 146 96
164 251 229
164 240 87
66 245 12
55 74 223
20 47 51
159 246 201
70 168 248
1 98 32
48 199 120
99 11 129
13 127 199
134 187 183
248 164 175
1 7 154
45 136 174
159 8 42
125 217 42
250 88 231
18 191 247
88 81 116
101 50 12
198 130 108
125 153 129
115 114 131
106 169 205
79 153 225
2 124 61
229 156 188
218 240 184
117 200 53
135 67 177
86 209 116
23 237 109
138 203 6
202 189 119
163 106 119
22 55 97
214 118 44
218 45 189
93 146 131
225 156 91
18 47 45
155 201 197
73 202 203
23 157 248
238 110 200
68 61 100
224 102 119
105 238 38
141 65 109
226 40 132
207 12 32
29 248 170
6 204 193
213 155 164
118 58 87
141 88 156
227 195 29
79 159 85
107 191 29
167 96 231
163 240 13
219 174 189
246 62 106
108 148 204
58 178 211
210 54 22
148 177 168
115 44 95
142 122 227
229 28 45
118 226 55
102 150 6
250 78 103
152 53 230
2 241 233
129 243 255
205 72 187
195 204 181
79 211 133
24 151 216
202 21 240
17 33 36
171 207 70
16 140 247
167 121 75
131 230 82
22 1 91
99 13 18
144 200 197
236 195 112
198 217 103
159 13 182
163 108 139
117 209 68
163 155 0
101 176 195
115 100 125
25 32 167
203 223 50
236 206 235
136 192 176
39 51 9
13 16 252
125 118 56
220 40 238
197 129 234
112 239 207
247 102 133
93 85 51
105 244 97
171 15 20
74 150 2
111 149 48
96 108 151
172 89 165
254 172 179
105 73 203
73 59 75
19 135 81
172 135 240
22 104 155
153 168 78
182 171 90
130 183 228
51 251 109
23 110 6
30 167 248
193 1 16
246 161 196
95 60 236
6 180 214
64 222 199
131 10 82
97 53 16
225 222 146
232 250 178
118 126 130
225 111 146
83 132 64
55 183 75
94 86 241
246 118 41
180 219 229
192 170 100
62 127 238
141 200 158
146 106 253
168 26 159
13 252 255
230 89 79
46 141 248
40 134 245
53 99 94
20 14 175
252 244 183
16 31 50
21 93 117
127 68 195
38 35 18
64 72 117
129 41 104
100 73 164
7 241 83
47 26 178
63 23 138
81 223 2
178 11 186
102 228 50
138 15 228
172 190 157
107 113 249
3 165 16
145 10 180
43 17 204
43 246 183
57 147 188
246 149 233
90 246 248
30 194 15
204 150 122
82 83 170
26 0 31
38 210 16
152 203 225
173 122 206
31 182 84
87 116 61
9 3 94
8 83 99
112 19 59
123 205 12
162 67 177
214 188 41
232 7 144
142 85 105
121 68 109
124 168 22
185 243 159
65 88 51
183 243 122
215 155 211
230 46 203
120 117 187
26 240 148
181 49 59
198 133 10
206 32 74
117 17 204
88 150 225
134 180 101
15 34 154
44 222 4
248 13 137
166 240 122
187 22 90
187 21 117
63 108 171
121 95 251
135 235 172
46 37 42
205 156 245
167 156 47
221 103 168
168 180 132
180 27 200
172 54 110
89 160 217
223 28 183
251 123 184
88 48 168
76 131 189
156 231 73
29 227 15
80 128 221
59 80 71
61 89 152
138 139 73
137 146 163
95 26 95
52 229 83
34 66 151
210 196 165
37 73 94
136 180 253
191 234 93
73 234 32
173 25 148
81 36 112
170 249 182
226 201 103
77 26 196
62 68 85
34 248 237
230 158 94
13 176 165
17 91 175
219 5 4
111 150 0
42 147 98
32 96 80
123 82 48
239 86 219
149 78 24
211 129 96
29 165 88
168 115 145
115 194 92
43 159 219
208 217 155
52 248 88
157 162 180
55 206 17
22 90 201
253 229 120
32 247 27
158 215 38
104 171 231
195 172 210
188 156 128
27 184 146
174 225 174
27 181 85
103 192 70
250 33 160
201 39 10
235 217 136
201 105 196
157 246 241
12 58 157
242 232 5
192 237 195
252 210 248
188 236 60
61 37 251
219 121 5
30 128 125
150 163 111
177 199 169
225 140 186
163 130 29
71 218 243
133 120 232
73 122 11
61 140 198
243 157 57
198 216 159
193 236 146
48 8 62
177 14 230
212 248 78
169 93 222
215 145 155
12 229 83
226 225 134
151 157 241
32 122 202
129 233 13
121 13 110
212 80 195
13 71 10
6 122 84
243 235 62
219 110 191
51 49 111
127 9 158
2 94 197
223 194 67
61 164 98
72 157 19
40 60 228
67 109 34
104 194 30
176 78 16
62 209 19
34 98 35
6 223 51
122 203 166
240 91 217
199 233 130
253 5 5
92 213 26
61 142 86
51 30 108
71 112 75
130 196 102
249 15 187
156 114 133
114 17 146
11 255 180
77 251 206
235 39 100
32 13 186
137 134 232
52 95 106
59 214 19
134 61 118
130 106 21
254 192 250
95 235 146
238 173 206
243 81 4
206 147 3
91 37 83
55 32 159
202 245 178
30 195 153
231 24 189
82 136 23
106 164 209
56 48 231
242 173 171
197 144 59
41 192 68
189 44 169
27 159 236
42 20 99
210 62 165
31 254 179
55 253 195
175 165 187
37 40 193
41 98 106
207 173 102
149 8 194
85 29 25
116 5 72
161 230 129
180 182 204
135 206 97
241 11 91
29 179 178
243 92 130
88 129 2
100 138 197
232 116 13
210 90 94
85 144 154
229 15 59
91 94 151
226 70 50
130 233 120
96 22 135
2 248 205
73 104 161
214 141 35
20 148 8
31 158 29
65 61 162
188 19 210
21 111 47
38 0 105
151 247 2
145 36 243
204 2 2
65 162 137
47 249 224
42 255 167
115 156 155
204 92 200
125 93 49
78 245 66
156 255 167
216 218 100
11 112 60
54 236 206
169 228 234
170 27 16
248 50 29
18 222 134
84 115 184
59 243 115
117 217 69
133 88 93
39 206 123
184 138 169
71 77 246
37 254 119
2 133 49
1 221 191
74 172 200
254 4 172
154 33 237
43 59 57
235 197 41
14 180 11
246 155 84
0 199 142
171 159 215
201 237 83
242 228 32
124 250 168
161 241 102
149 159 121
190 93 159
81 32 103
246 169 190
77 82 39
94 94 50
98 216 29
105 104 156
192 159 56
41 177 208
73 151 17
203 2 14
48 179 63
77 22 130
211 36 254
129 0 250
213 210 0
72 191 230
128 27 147
7 32 150
90 208 244
110 211 175
6 108 242
106 209 239
93 151 199
103 238 34
205 219 52
203 186 100
241 165 219
176 157 153
114 128 226
225 50 41
30 141 197
23 228 1
70 70 123
117 199 199
93 116 205
65 185 93
207 109 242
229 186 153
31 147 112
38 137 67
68 11 47
164 127 79
69 186 223
146 176 92
19 133 140
183 64 109
166 201 127
164 3 231
92 24 87
55 88 203
143 55 105
81 72 52
117 85 85
212 218 20
60 141 233
224 186 43
102 158 59
78 10 72
98 233 1
109 135 197
109 172 52
251 225 60
168 126 230
103 84 143
121 11 96
71 139 24
39 16 128
20 182 44
177 154 81
45 234 214
239 123 236
11 185 210
236 13 143
193 18 199
131 43 251
183 91 202
56 109 19
167 205 16
89 163 179
216 16 242
86 149 205
155 23 39
93 249 203
3 61 61
58 181 32
233 161 88
109 86 48
32 191 47
141 208 99
244 80 68
221 120 133
233 99 100
45 64 96
178 188 95
243 50 156
111 109 8
169 47 215
44 180 111
